cleanliness_score,odor_score,waste_level,complaints,footfall,hours_since_cleaning,odor_x_waste,crowding_index,complaint_rate,hours_norm,location_Bangalore,location_Chennai,location_Delhi,location_Kolkata,location_Mumbai,location_Pune,facility_type_Bus Stand,facility_type_Hospital,facility_type_Market,facility_type_Park,facility_type_Public Toilet,facility_type_Railway Station
5.0,3.8,5.2,5,375,18.6,19.759999999999998,62.5,0.013297872340425532,0.775,False,False,True,False,False,False,False,False,True,False,False,False
8.5,5.3,2.6,6,535,8.1,13.78,56.31578947368421,0.011194029850746268,0.33749999999999997,False,False,False,True,False,False,False,True,False,False,False,False
8.6,8.8,6.7,0,589,16.0,58.96000000000001,61.35416666666667,0.0,0.6666666666666666,True,False,False,False,False,False,False,False,False,False,False,True
6.0,3.0,2.7,0,255,6.3,8.100000000000001,36.42857142857143,0.0,0.2625,True,False,False,False,False,False,False,False,True,False,False,False
7.9,8.1,2.4,4,107,13.5,19.439999999999998,12.022471910112358,0.037037037037037035,0.5625,False,True,False,False,False,False,True,False,False,False,False,False
6.2,5.8,2.4,0,580,16.8,13.92,80.55555555555556,0.0,0.7000000000000001,False,False,False,False,True,False,False,False,False,False,True,False
9.4,6.2,4.5,6,343,3.9,27.900000000000002,32.980769230769226,0.01744186046511628,0.1625,False,False,False,False,False,True,False,True,False,False,False,False
7.6,0.6,0.3,4,84,20.1,0.18,9.767441860465116,0.047058823529411764,0.8375,False,False,True,False,False,False,False,False,False,True,False,False
3.2,4.4,2.1,6,340,18.3,9.240000000000002,80.95238095238095,0.017595307917888565,0.7625000000000001,False,True,False,False,False,False,False,False,False,False,True,False
5.5,5.8,1.2,2,376,4.8,6.96,57.84615384615385,0.005305039787798408,0.19999999999999998,False,False,False,True,False,False,True,False,False,False,False,False
10.0,5.4,2.4,2,485,8.6,12.96,44.09090909090909,0.00411522633744856,0.35833333333333334,True,False,False,False,False,False,False,False,False,True,False,False
5.7,4.8,3.5,0,302,12.3,16.8,45.07462686567164,0.0,0.5125000000000001,False,False,False,False,False,True,False,False,False,True,False,False
4.8,5.4,7.0,9,713,6.8,37.800000000000004,122.93103448275862,0.012605042016806723,0.2833333333333333,False,False,False,False,True,False,True,False,False,False,False,False
3.2,4.6,5.2,5,64,15.3,23.919999999999998,15.238095238095237,0.07692307692307693,0.6375000000000001,False,False,True,False,False,False,False,False,False,False,False,True
6.5,5.0,5.0,5,124,13.1,25.0,16.533333333333335,0.04,0.5458333333333333,False,False,False,True,False,False,True,False,False,False,False,False
3.6,4.0,3.7,4,460,14.9,14.8,100.00000000000001,0.008676789587852495,0.6208333333333333,False,False,False,False,True,False,False,False,True,False,False,False
7.2,8.8,3.6,6,105,6.6,31.680000000000003,12.80487804878049,0.05660377358490566,0.27499999999999997,False,False,False,False,False,True,False,False,False,False,False,True
5.5,0.1,4.3,2,100,21.2,0.43,15.384615384615385,0.019801980198019802,0.8833333333333333,False,True,False,False,False,False,False,False,True,False,False,False
5.2,4.3,3.7,7,404,27.9,15.91,65.16129032258064,0.01728395061728395,1.1624999999999999,False,False,False,False,False,True,False,True,False,False,False,False
7.2,6.5,5.5,8,593,6.7,35.75,72.31707317073172,0.013468013468013467,0.2791666666666667,False,True,False,False,False,False,False,True,False,False,False,False
5.7,5.4,3.5,5,316,14.8,18.900000000000002,47.16417910447761,0.015772870662460567,0.6166666666666667,True,False,False,False,False,False,False,False,True,False,False,False
7.9,6.8,5.3,2,216,20.8,36.04,24.269662921348313,0.009216589861751152,0.8666666666666667,True,False,False,False,False,False,False,False,False,False,True,False
6.1,7.5,2.7,0,387,11.2,20.25,54.50704225352113,0.0,0.4666666666666666,False,False,False,False,False,True,False,False,False,True,False,False
3.2,1.6,0.3,6,410,8.4,0.48,97.61904761904762,0.014598540145985401,0.35000000000000003,False,True,False,False,False,False,False,True,False,False,False,False
6.6,6.7,7.2,5,514,12.7,48.24,67.63157894736842,0.009708737864077669,0.5291666666666667,True,False,False,False,False,False,False,False,True,False,False,False
4.8,4.0,3.0,5,232,15.9,12.0,40.0,0.02145922746781116,0.6625,False,True,False,False,False,False,False,False,True,False,False,False
4.8,8.5,3.5,6,215,6.6,29.75,37.06896551724138,0.027777777777777776,0.27499999999999997,True,False,False,False,False,False,True,False,False,False,False,False
6.6,4.2,4.6,0,309,16.1,19.32,40.65789473684211,0.0,0.6708333333333334,True,False,False,False,False,False,False,False,True,False,False,False
4.5,6.0,3.8,6,332,14.6,22.799999999999997,60.36363636363637,0.018018018018018018,0.6083333333333333,False,False,False,False,False,True,False,False,False,False,True,False
6.0,3.7,3.2,3,206,0.8,11.840000000000002,29.428571428571427,0.014492753623188406,0.03333333333333333,False,False,False,False,True,False,False,False,False,False,False,True
4.8,3.4,8.4,5,327,16.3,28.56,56.37931034482759,0.01524390243902439,0.6791666666666667,False,False,False,True,False,False,False,False,False,False,False,True
8.3,9.0,7.4,6,105,1.2,66.60000000000001,11.29032258064516,0.05660377358490566,0.049999999999999996,True,False,False,False,False,False,False,False,False,False,False,True
6.3,5.5,3.6,1,291,20.3,19.8,39.86301369863014,0.003424657534246575,0.8458333333333333,True,False,False,False,False,False,False,False,False,False,False,True
7.5,5.0,5.8,4,487,22.5,29.0,57.294117647058826,0.00819672131147541,0.9375,False,False,True,False,False,False,False,False,False,True,False,False
5.7,7.3,7.2,1,190,20.3,52.56,28.35820895522388,0.005235602094240838,0.8458333333333333,False,False,False,True,False,False,False,False,False,False,False,True
10.0,5.6,5.0,6,371,0.0,28.0,33.72727272727273,0.016129032258064516,0.0,False,False,False,True,False,False,True,False,False,False,False,False
4.4,2.5,1.5,4,121,12.1,3.75,22.407407407407405,0.03278688524590164,0.5041666666666667,False,False,True,False,False,False,False,False,False,False,False,True
7.1,7.1,6.4,4,178,5.9,45.44,21.97530864197531,0.0223463687150838,0.24583333333333335,False,False,True,False,False,False,False,False,False,False,True,False
5.4,5.4,6.9,6,90,6.0,37.260000000000005,14.0625,0.06593406593406594,0.25,False,False,False,False,False,True,False,False,False,True,False,False
7.1,4.5,0.5,0,56,18.8,2.25,6.913580246913581,0.0,0.7833333333333333,True,False,False,False,False,False,True,False,False,False,False,False
8.6,3.9,4.4,3,315,28.5,17.16,32.8125,0.00949367088607595,1.1875,False,True,False,False,False,False,False,False,False,False,False,True
2.9,4.1,6.8,2,277,5.9,27.879999999999995,71.02564102564102,0.007194244604316547,0.24583333333333335,False,False,False,False,False,True,True,False,False,False,False,False
5.4,5.4,1.8,0,213,13.7,9.72,33.28125,0.0,0.5708333333333333,False,False,False,False,True,False,False,False,False,True,False,False
6.3,4.3,3.9,0,251,15.6,16.77,34.38356164383562,0.0,0.65,False,True,False,False,False,False,False,False,False,False,False,True
5.2,6.6,3.3,8,540,16.1,21.779999999999998,87.09677419354838,0.014787430683918669,0.6708333333333334,True,False,False,False,False,False,False,False,False,True,False,False
7.4,4.8,4.5,1,326,20.3,21.599999999999998,38.80952380952381,0.0030581039755351682,0.8458333333333333,False,False,True,False,False,False,False,False,False,False,True,False
5.1,5.0,2.1,4,509,22.6,10.5,83.44262295081968,0.00784313725490196,0.9416666666666668,True,False,False,False,False,False,True,False,False,False,False,False
7.5,5.2,6.7,1,252,15.4,34.84,29.647058823529413,0.003952569169960474,0.6416666666666667,False,False,False,False,False,True,False,False,False,False,False,True
10.0,3.6,3.4,3,241,15.1,12.24,21.90909090909091,0.012396694214876033,0.6291666666666667,False,False,False,False,True,False,False,True,False,False,False,False
6.3,5.7,5.7,1,337,5.0,32.49,46.16438356164384,0.0029585798816568047,0.20833333333333334,False,True,False,False,False,False,False,True,False,False,False,False
5.4,4.6,4.4,2,0,30.6,20.24,0.0,2.0,1.2750000000000001,False,False,True,False,False,False,False,False,False,False,True,False
7.3,4.3,0.3,2,545,7.3,1.2899999999999998,65.66265060240963,0.003663003663003663,0.30416666666666664,False,False,True,False,False,False,False,False,False,True,False,False
7.0,3.9,4.1,7,295,10.6,15.989999999999998,36.875,0.02364864864864865,0.44166666666666665,True,False,False,False,False,False,False,False,False,False,False,True
7.3,4.3,6.0,2,247,13.0,25.799999999999997,29.75903614457831,0.008064516129032258,0.5416666666666666,True,False,False,False,False,False,False,False,False,False,True,False
5.7,5.5,1.4,3,209,10.9,7.699999999999999,31.19402985074627,0.014285714285714285,0.45416666666666666,True,False,False,False,False,False,False,False,True,False,False,False
3.4,7.2,3.7,0,412,16.9,26.64,93.63636363636363,0.0,0.7041666666666666,False,False,True,False,False,False,False,False,False,False,True,False
7.7,2.5,9.1,4,492,10.2,22.75,56.55172413793104,0.008113590263691683,0.425,False,False,False,True,False,False,False,True,False,False,False,False
9.1,0.0,5.6,4,333,10.2,0.0,32.97029702970297,0.011976047904191617,0.425,False,False,False,False,False,True,False,False,True,False,False,False
7.1,9.0,3.5,4,132,27.2,31.5,16.296296296296298,0.03007518796992481,1.1333333333333333,False,True,False,False,False,False,False,False,True,False,False,False
10.0,7.1,4.3,4,180,21.0,30.529999999999998,16.363636363636363,0.022099447513812154,0.875,False,False,True,False,False,False,False,False,False,False,True,False
6.8,8.9,5.8,2,622,3.8,51.62,79.74358974358975,0.0032102728731942215,0.15833333333333333,False,True,False,False,False,False,False,False,False,True,False,False
4.2,4.3,2.5,6,362,20.7,10.75,69.61538461538461,0.01652892561983471,0.8624999999999999,False,True,False,False,False,False,False,False,True,False,False,False
6.5,5.6,2.8,0,258,20.9,15.679999999999998,34.4,0.0,0.8708333333333332,False,True,False,False,False,False,False,False,False,True,False,False
3.9,4.2,8.4,3,405,18.2,35.28,82.65306122448979,0.007389162561576354,0.7583333333333333,False,False,True,False,False,False,False,False,False,False,False,True
5.4,5.2,5.3,2,175,24.1,27.56,27.34375,0.011363636363636364,1.0041666666666667,False,False,False,True,False,False,False,False,False,False,True,False
9.6,5.1,8.1,6,429,0.0,41.309999999999995,40.47169811320755,0.013953488372093023,0.0,False,True,False,False,False,False,False,False,False,False,False,True
5.8,3.1,6.4,2,399,15.5,19.840000000000003,58.6764705882353,0.005,0.6458333333333334,True,False,False,False,False,False,False,True,False,False,False,False
6.6,6.1,1.5,11,298,16.5,9.149999999999999,39.21052631578947,0.03678929765886288,0.6875,False,False,True,False,False,False,False,False,True,False,False,False
5.5,6.4,5.7,11,205,14.5,36.480000000000004,31.53846153846154,0.05339805825242718,0.6041666666666666,False,False,False,True,False,False,False,False,False,True,False,False
7.0,3.5,8.8,6,87,8.8,30.800000000000004,10.875,0.06818181818181818,0.3666666666666667,False,True,False,False,False,False,True,False,False,False,False,False
7.2,4.9,5.6,5,347,16.9,27.44,42.31707317073171,0.014367816091954023,0.7041666666666666,False,True,False,False,False,False,False,False,False,False,True,False
3.9,8.8,5.6,1,629,1.1,49.28,128.3673469387755,0.0015873015873015873,0.04583333333333334,False,False,False,True,False,False,False,False,False,False,False,True
3.8,1.9,6.9,6,69,11.2,13.11,14.375,0.08571428571428572,0.4666666666666666,False,False,False,False,True,False,False,False,True,False,False,False
5.1,5.4,4.5,0,375,4.0,24.3,61.47540983606558,0.0,0.16666666666666666,False,False,False,False,True,False,False,False,False,False,True,False
7.0,3.4,2.8,4,327,8.1,9.52,40.875,0.012195121951219513,0.33749999999999997,True,False,False,False,False,False,False,False,False,True,False,False
4.0,10.0,3.3,1,239,13.6,33.0,47.8,0.004166666666666667,0.5666666666666667,False,False,False,True,False,False,True,False,False,False,False,False
8.8,2.6,9.3,8,156,4.7,24.180000000000003,15.918367346938775,0.050955414012738856,0.19583333333333333,False,False,True,False,False,False,False,False,True,False,False,False
5.0,5.7,9.2,3,291,11.1,52.44,48.5,0.010273972602739725,0.46249999999999997,False,False,True,False,False,False,False,False,False,True,False,False
8.0,1.8,2.3,1,160,10.7,4.14,17.77777777777778,0.006211180124223602,0.4458333333333333,False,False,False,True,False,False,False,False,False,False,False,True
5.5,4.5,10.0,1,433,8.8,45.0,66.61538461538461,0.002304147465437788,0.3666666666666667,False,False,False,True,False,False,True,False,False,False,False,False
8.7,4.4,4.7,3,371,4.3,20.680000000000003,38.24742268041238,0.008064516129032258,0.17916666666666667,False,True,False,False,False,False,False,False,False,True,False,False
5.6,7.2,6.4,0,97,6.2,46.080000000000005,14.696969696969697,0.0,0.25833333333333336,False,False,True,False,False,False,True,False,False,False,False,False
7.3,5.3,1.2,8,431,18.4,6.359999999999999,51.92771084337349,0.018518518518518517,0.7666666666666666,False,False,False,False,False,True,False,False,False,False,False,True
8.4,3.6,6.3,7,247,0.0,22.68,26.27659574468085,0.028225806451612902,0.0,False,False,False,False,True,False,True,False,False,False,False,False
5.5,7.1,3.5,0,193,14.2,24.849999999999998,29.692307692307693,0.0,0.5916666666666667,False,False,True,False,False,False,True,False,False,False,False,False
8.3,3.8,2.5,7,195,19.9,9.5,20.96774193548387,0.03571428571428571,0.8291666666666666,False,False,True,False,False,False,False,False,False,False,False,True
7.8,6.5,4.5,10,287,12.7,29.25,32.61363636363636,0.034722222222222224,0.5291666666666667,False,False,False,False,False,True,False,False,False,False,False,True
3.0,8.0,8.3,0,239,11.2,66.4,59.75,0.0,0.4666666666666666,False,False,False,False,False,True,True,False,False,False,False,False
6.0,9.3,7.4,5,246,11.3,68.82000000000001,35.142857142857146,0.020242914979757085,0.4708333333333334,False,False,False,False,False,True,False,False,False,True,False,False
4.4,7.6,2.6,0,396,10.5,19.759999999999998,73.33333333333333,0.0,0.4375,True,False,False,False,False,False,False,False,False,False,True,False
8.0,4.0,4.6,0,92,13.6,18.4,10.222222222222221,0.0,0.5666666666666667,False,False,True,False,False,False,True,False,False,False,False,False
5.2,3.3,0.9,0,0,32.4,2.9699999999999998,0.0,0.0,1.3499999999999999,False,False,False,False,True,False,False,False,False,False,True,False
1.7,1.4,4.6,0,203,16.7,6.4399999999999995,75.18518518518518,0.0,0.6958333333333333,True,False,False,False,False,False,False,False,False,False,True,False
5.6,2.3,4.5,1,365,15.6,10.35,55.303030303030305,0.00273224043715847,0.65,False,False,False,False,False,True,False,False,False,True,False,False
5.5,5.8,4.1,0,433,9.8,23.779999999999998,66.61538461538461,0.0,0.4083333333333334,False,False,False,True,False,False,False,True,False,False,False,False
5.0,5.8,3.8,7,168,6.6,22.04,28.0,0.04142011834319527,0.27499999999999997,False,False,False,False,False,True,False,False,False,True,False,False
3.3,5.8,0.0,5,545,17.3,0.0,126.74418604651163,0.009157509157509158,0.7208333333333333,False,False,False,True,False,False,False,False,False,True,False,False
9.6,4.2,2.4,2,264,20.5,10.08,24.90566037735849,0.007547169811320755,0.8541666666666666,False,False,False,False,False,True,False,False,False,True,False,False
8.8,3.2,10.0,5,471,10.4,32.0,48.06122448979591,0.01059322033898305,0.43333333333333335,True,False,False,False,False,False,False,False,False,False,True,False
6.8,1.7,5.0,10,513,13.1,8.5,65.76923076923077,0.019455252918287938,0.5458333333333333,False,False,False,False,False,True,True,False,False,False,False,False
7.0,5.1,2.9,0,449,10.1,14.79,56.125,0.0,0.42083333333333334,False,False,True,False,False,False,False,False,True,False,False,False
1.9,2.7,1.9,3,264,15.6,5.13,91.0344827586207,0.011320754716981131,0.65,True,False,False,False,False,False,False,True,False,False,False,False
6.2,6.0,6.7,3,359,27.0,40.2,49.86111111111111,0.008333333333333333,1.125,True,False,False,False,False,False,False,False,False,False,True,False
8.1,7.9,4.5,4,357,23.5,35.550000000000004,39.23076923076923,0.0111731843575419,0.9791666666666666,False,False,False,True,False,False,False,False,False,False,False,True
4.4,6.5,2.1,3,388,6.9,13.65,71.85185185185185,0.007712082262210797,0.28750000000000003,False,False,False,False,False,True,True,False,False,False,False,False
6.1,5.3,7.6,3,455,11.8,40.279999999999994,64.08450704225352,0.006578947368421052,0.4916666666666667,False,False,True,False,False,False,True,False,False,False,False,False
6.0,3.8,1.6,6,532,25.3,6.08,76.0,0.01125703564727955,1.0541666666666667,False,False,True,False,False,False,False,False,False,False,True,False
4.4,6.5,3.4,6,551,19.6,22.099999999999998,102.03703703703702,0.010869565217391304,0.8166666666666668,False,True,False,False,False,False,False,False,False,False,True,False
4.9,1.7,6.6,6,66,13.1,11.219999999999999,11.1864406779661,0.08955223880597014,0.5458333333333333,False,False,True,False,False,False,True,False,False,False,False,False
6.1,3.6,4.0,4,274,9.7,14.4,38.59154929577465,0.014545454545454545,0.4041666666666666,True,False,False,False,False,False,False,False,False,False,False,True
8.1,3.9,4.0,4,191,6.7,15.6,20.98901098901099,0.020833333333333332,0.2791666666666667,True,False,False,False,False,False,False,False,True,False,False,False
7.3,7.9,1.0,1,335,23.4,7.9,40.361445783132524,0.002976190476190476,0.975,False,False,False,True,False,False,False,False,True,False,False,False
8.7,4.6,6.1,7,490,13.7,28.059999999999995,50.51546391752578,0.014256619144602852,0.5708333333333333,False,False,False,False,False,True,False,False,False,True,False,False
4.4,2.4,5.3,8,251,14.4,12.719999999999999,46.48148148148148,0.031746031746031744,0.6,False,False,True,False,False,False,False,False,True,False,False,False
7.0,7.9,0.3,14,411,0.9,2.37,51.375,0.03398058252427184,0.0375,True,False,False,False,False,False,False,False,True,False,False,False
6.9,3.6,0.6,4,376,20.3,2.16,47.59493670886076,0.010610079575596816,0.8458333333333333,False,False,True,False,False,False,False,False,False,False,False,True
6.9,6.5,5.8,4,475,19.1,37.699999999999996,60.12658227848101,0.008403361344537815,0.7958333333333334,False,False,True,False,False,False,False,False,False,False,False,True
5.1,7.5,3.4,1,529,3.8,25.5,86.72131147540983,0.0018867924528301887,0.15833333333333333,False,False,True,False,False,False,False,False,False,False,True,False
3.3,8.4,4.2,4,203,3.1,35.28,47.2093023255814,0.0196078431372549,0.12916666666666668,False,True,False,False,False,False,False,True,False,False,False,False
8.2,7.6,5.8,0,0,15.1,44.08,0.0,0.0,0.6291666666666667,True,False,False,False,False,False,False,False,False,True,False,False
5.9,4.6,3.2,3,229,23.9,14.719999999999999,33.188405797101446,0.013043478260869565,0.9958333333333332,False,False,False,False,False,True,False,False,True,False,False,False
6.6,6.9,6.5,9,322,19.3,44.85,42.36842105263158,0.02786377708978328,0.8041666666666667,False,False,True,False,False,False,False,False,True,False,False,False
6.1,5.8,8.5,1,387,8.0,49.3,54.50704225352113,0.002577319587628866,0.3333333333333333,False,False,False,False,True,False,False,False,False,True,False,False
8.0,3.0,6.1,7,391,20.2,18.299999999999997,43.44444444444444,0.017857142857142856,0.8416666666666667,True,False,False,False,False,False,False,False,False,False,True,False
5.1,3.9,5.1,0,165,18.3,19.889999999999997,27.049180327868854,0.0,0.7625000000000001,True,False,False,False,False,False,False,False,True,False,False,False
5.5,5.6,7.9,9,88,28.4,44.24,13.538461538461538,0.10112359550561797,1.1833333333333333,False,False,False,True,False,False,False,False,False,False,True,False
8.0,6.8,2.6,4,198,12.4,17.68,22.0,0.020100502512562814,0.5166666666666667,True,False,False,False,False,False,True,False,False,False,False,False
4.6,8.0,4.2,0,176,2.8,33.6,31.42857142857143,0.0,0.11666666666666665,False,False,False,True,False,False,False,False,True,False,False,False
7.7,4.8,2.1,0,529,0.1,10.08,60.80459770114943,0.0,0.004166666666666667,True,False,False,False,False,False,False,False,True,False,False,False
7.6,6.7,2.8,3,264,8.6,18.759999999999998,30.697674418604652,0.011320754716981131,0.35833333333333334,False,False,False,False,False,True,False,False,False,True,False,False
7.4,5.2,6.0,3,269,7.1,31.200000000000003,32.023809523809526,0.011111111111111112,0.29583333333333334,False,False,False,False,True,False,False,False,False,True,False,False
4.7,6.0,2.9,6,432,11.4,17.4,75.78947368421052,0.013856812933025405,0.47500000000000003,False,False,True,False,False,False,False,False,False,True,False,False
7.8,6.2,2.2,4,520,6.6,13.640000000000002,59.090909090909086,0.007677543186180422,0.27499999999999997,False,False,False,False,False,True,False,False,False,True,False,False
5.2,8.9,2.2,0,553,11.2,19.580000000000002,89.19354838709677,0.0,0.4666666666666666,False,False,False,False,True,False,False,False,False,False,True,False
10.0,9.1,3.4,2,430,22.5,30.939999999999998,39.09090909090909,0.004640371229698376,0.9375,False,True,False,False,False,False,False,False,False,False,True,False
5.8,0.0,4.5,7,302,15.0,0.0,44.411764705882355,0.0231023102310231,0.625,False,False,False,True,False,False,False,False,True,False,False,False
3.5,4.2,8.2,2,220,4.8,34.44,48.888888888888886,0.00904977375565611,0.19999999999999998,False,False,True,False,False,False,True,False,False,False,False,False
7.3,7.2,3.7,0,0,10.5,26.64,0.0,0.0,0.4375,False,False,False,False,True,False,False,True,False,False,False,False
4.7,3.7,7.3,8,301,14.5,27.01,52.80701754385965,0.026490066225165563,0.6041666666666666,True,False,False,False,False,False,False,False,False,True,False,False
8.2,9.5,5.0,0,194,2.6,47.5,21.086956521739133,0.0,0.10833333333333334,False,False,False,False,True,False,False,False,True,False,False,False
5.0,5.9,4.8,2,255,21.9,28.32,42.5,0.0078125,0.9125,False,False,True,False,False,False,True,False,False,False,False,False
6.4,4.1,3.8,1,446,18.0,15.579999999999998,60.27027027027027,0.0022371364653243847,0.75,True,False,False,False,False,False,False,False,False,False,False,True
8.7,8.3,5.6,0,199,10.0,46.480000000000004,20.515463917525775,0.0,0.4166666666666667,True,False,False,False,False,False,False,False,False,True,False,False
5.0,8.0,6.4,6,287,17.6,51.2,47.833333333333336,0.020833333333333332,0.7333333333333334,False,True,False,False,False,False,False,False,False,True,False,False
4.8,9.9,0.0,7,281,16.9,0.0,48.44827586206897,0.024822695035460994,0.7041666666666666,False,False,False,False,True,False,False,False,False,False,False,True
7.7,5.7,5.8,4,598,13.7,33.06,68.73563218390805,0.00667779632721202,0.5708333333333333,False,False,False,False,True,False,False,True,False,False,False,False
8.3,6.6,6.9,6,363,18.6,45.54,39.03225806451613,0.016483516483516484,0.775,True,False,False,False,False,False,False,False,False,True,False,False
5.9,3.5,7.6,4,0,14.4,26.599999999999998,0.0,4.0,0.6,False,True,False,False,False,False,False,True,False,False,False,False
6.0,5.1,4.7,4,204,7.2,23.97,29.142857142857142,0.01951219512195122,0.3,False,False,False,False,False,True,True,False,False,False,False,False
3.3,9.3,7.4,8,440,13.5,68.82000000000001,102.32558139534885,0.018140589569160998,0.5625,False,False,False,False,False,True,False,False,True,False,False,False
5.8,1.9,5.3,0,398,20.9,10.069999999999999,58.529411764705884,0.0,0.8708333333333332,False,True,False,False,False,False,True,False,False,False,False,False
2.7,8.3,6.0,3,380,9.2,49.800000000000004,102.7027027027027,0.007874015748031496,0.3833333333333333,False,False,False,True,False,False,False,False,False,True,False,False
4.5,5.9,3.4,3,199,16.6,20.060000000000002,36.18181818181818,0.015,0.6916666666666668,False,False,False,True,False,False,False,False,False,False,True,False
6.3,8.0,3.7,4,139,23.6,29.6,19.041095890410958,0.02857142857142857,0.9833333333333334,False,False,True,False,False,False,False,False,True,False,False,False
8.5,7.8,1.3,1,467,3.8,10.14,49.1578947368421,0.002136752136752137,0.15833333333333333,False,True,False,False,False,False,False,False,False,False,False,True
8.0,4.4,6.2,7,230,9.7,27.280000000000005,25.555555555555557,0.030303030303030304,0.4041666666666666,True,False,False,False,False,False,True,False,False,False,False,False
6.8,5.4,7.0,1,477,10.7,37.800000000000004,61.15384615384615,0.0020920502092050207,0.4458333333333333,False,False,False,False,False,True,True,False,False,False,False,False
3.1,6.8,6.9,3,201,17.8,46.92,49.024390243902445,0.01485148514851485,0.7416666666666667,True,False,False,False,False,False,False,True,False,False,False,False
7.2,0.0,4.9,3,553,8.4,0.0,67.43902439024392,0.005415162454873646,0.35000000000000003,False,False,False,False,False,True,False,False,True,False,False,False
7.0,5.3,4.9,1,204,8.4,25.970000000000002,25.5,0.004878048780487805,0.35000000000000003,False,True,False,False,False,False,False,False,False,False,False,True
4.8,6.2,8.7,6,162,18.5,53.94,27.931034482758623,0.03680981595092025,0.7708333333333334,False,True,False,False,False,False,False,False,False,False,True,False
5.5,8.1,3.9,2,253,8.3,31.589999999999996,38.92307692307692,0.007874015748031496,0.3458333333333334,False,False,False,False,True,False,False,False,False,False,False,True
6.7,3.7,7.5,0,579,18.8,27.75,75.1948051948052,0.0,0.7833333333333333,False,True,False,False,False,False,False,False,False,False,True,False
7.4,5.3,3.2,7,281,9.1,16.96,33.45238095238095,0.024822695035460994,0.37916666666666665,False,True,False,False,False,False,False,False,True,False,False,False
10.0,5.9,5.9,6,488,13.6,34.81,44.36363636363637,0.012269938650306749,0.5666666666666667,False,False,True,False,False,False,False,False,False,False,False,True
3.8,2.3,4.1,0,425,12.2,9.429999999999998,88.54166666666667,0.0,0.5083333333333333,False,True,False,False,False,False,False,False,False,True,False,False
6.7,4.9,1.4,3,472,20.5,6.86,61.298701298701296,0.006342494714587738,0.8541666666666666,True,False,False,False,False,False,False,False,True,False,False,False
8.2,7.9,4.9,6,506,15.0,38.71000000000001,55.00000000000001,0.011834319526627219,0.625,False,True,False,False,False,False,True,False,False,False,False,False
3.8,6.6,6.2,4,243,19.3,40.92,50.625,0.01639344262295082,0.8041666666666667,False,False,False,False,True,False,False,True,False,False,False,False
8.4,5.4,5.7,8,381,15.7,30.780000000000005,40.53191489361702,0.020942408376963352,0.6541666666666667,False,False,True,False,False,False,False,False,False,False,True,False
7.0,2.3,6.8,4,235,16.3,15.639999999999999,29.375,0.01694915254237288,0.6791666666666667,False,False,False,False,True,False,False,False,True,False,False,False
6.6,5.3,7.0,5,427,20.2,37.1,56.184210526315795,0.011682242990654205,0.8416666666666667,False,False,False,False,True,False,False,True,False,False,False,False
