facility_id,location,facility_type,cleanliness_score,odor_score,waste_level,water_availability,footfall,complaints,inspection_date
FAC0485,Bangalore,Bus Stand,5.0,5.3,5.3,Yes,317,0,2024-09-14
FAC0113,Kolkata,Market,6.9,1.8,9.8,Yes,479,0,2024-08-09
FAC0135,Kolkata,Hospital,5.2,4.8,3.5,Yes,385,2,2024-05-31
FAC0141,Pune,Railway Station,10.7,9.8,3.6,Yes,348,6,2024-08-23
FAC0254,Kolkata,Market,9.1,5.1,2.5,No,490,7,2024-12-25
FAC0348,Delhi,Public Toilet,,5.7,1.5,Yes,137,1,2024-11-05
FAC0205,Mumbai,Public Toilet,7.0,5.3,6.6,No,226,1,2024-11-10
FAC0295,Pune,Park,6.4,6.0,2.4,Yes,194,0,2024-12-08
FAC0285,Mumbai,Bus Stand,8.8,6.2,6.1,Yes,479,5,2024-12-04
FAC0465,Bangalore,Public Toilet,9.3,,3.2,Yes,584,7,2024-09-08
FAC0500,Chennai,Park,8.5,6.0,2.5,Yes,59,5,2024-08-10
FAC0132,Chennai,Market,5.4,6.8,7.9,Yes,314,3,2024-09-09
FAC0150,Bangalore,Bus Stand,7.9,6.0,6.0,Partial,388,0,2024-09-08
FAC0470,Kolkata,Market,5.3,4.6,3.8,Yes,-50,7,2024-12-31
FAC0417,Pune,Railway Station,7.2,4.9,2.5,Yes,455,1,2024-11-28
FAC0310,Pune,Bus Stand,4.5,3.0,0.1,Yes,336,6,2024-02-12
FAC0059,Chennai,Railway Station,10.0,1.4,4.7,No,447,8,2024-09-10
FAC0312,Chennai,Market,8.0,8.0,4.1,Yes,222,3,2024-08-10
FAC0480,Pune,Railway Station,8.0,5.3,4.4,Yes,95,0,2024-01-25
FAC0383,Bangalore,Market,8.6,4.3,5.1,No,308,3,2024-05-23
FAC0264,Bangalore,Market,3.0,6.8,7.5,Yes,537,2,2024-01-03
FAC0364,Pune,Market,5.6,8.6,2.5,Yes,90,4,2024-09-23
FAC0291,Chennai,Railway Station,8.0,6.8,3.0,Partial,240,1,2024-07-08
FAC0058,Bangalore,Park,8.8,5.5,4.7,Yes,403,0,2024-07-12
FAC0091,Delhi,Railway Station,4.8,4.1,6.8,Yes,256,5,2024-07-05
FAC0034,Delhi,Public Toilet,7.2,4.0,5.5,No,211,5,2024-07-13
FAC0296,Chennai,Market,4.7,3.4,3.1,Yes,465,2,2024-04-09
FAC0198,Delhi,Hospital,8.5,8.2,2.3,Yes,503,,2024-12-02
FAC0490,Pune,Hospital,3.5,3.3,5.4,Yes,426,,2024-12-31
FAC0041,Pune,Railway Station,8.4,5.7,2.2,Yes,309,0,2024-10-02
FAC0128,Bangalore,Park,8.0,8.8,2.9,Yes,253,7,2024-01-22
FAC0355,Kolkata,Bus Stand,5.2,6.9,5.1,Partial,0,8,2024-08-16
FAC0027,Pune,Hospital,9.2,4.3,5.3,Yes,450,0,2024-10-10
FAC0056,Mumbai,Hospital,4.0,4.4,3.5,Yes,290,4,2024-03-19
FAC0036,Pune,Market,5.8,4.9,0.3,Yes,484,3,2024-04-03
FAC0384,Chennai,Park,5.7,9.2,6.7,Yes,306,8,2024-06-24
FAC0093,Delhi,Railway Station,8.8,6.9,6.1,No,235,7,2024-12-16
FAC0018,Kolkata,Public Toilet,6.0,3.2,5.9,Partial,252,6,2024-02-07
FAC0437,Chennai,Public Toilet,7.2,6.2,6.5,Yes,315,6,2024-03-01
FAC0090,Bangalore,Railway Station,7.3,9.0,6.5,Yes,166,1,2024-11-29
FAC0371,Mumbai,Railway Station,5.3,4.3,3.4,No,327,4,2024-12-19
FAC0238,Bangalore,Hospital,15,5.8,5.3,Yes,236,2,2024-02-15
FAC0039,Bangalore,Railway Station,7.7,7.9,4.5,Yes,226,5,2024-02-08
FAC0009,Pune,Railway Station,15,3.5,5.2,Yes,437,0,2024-06-06
FAC0429,Mumbai,Bus Stand,6.2,3.4,8.5,Yes,287,6,2024-06-04
FAC0441,Mumbai,Park,6.7,6.8,3.6,Partial,616,8,2024-12-10
FAC0095,Mumbai,Park,6.9,1.7,5.0,Yes,272,6,2024-08-12
FAC0316,Bangalore,Market,7.7,5.8,5.3,Yes,247,,2024-09-30
FAC0225,Bangalore,Market,5.2,3.3,3.2,No,315,6,2024-05-17
FAC0145,Chennai,Park,1.7,5.6,7.6,Partial,219,2,2024-12-28
FAC0475,Delhi,Public Toilet,5.6,7.7,5.2,Yes,358,7,2024-05-15
FAC0123,Bangalore,Bus Stand,4.6,7.2,6.1,Partial,131,5,2024-10-25
FAC0134,Chennai,Park,4.2,4.5,6.5,Yes,332,5,2024-06-03
FAC0258,Pune,Bus Stand,9.4,4.7,10.1,Yes,223,4,2024-12-30
FAC0327,Delhi,Park,6.4,5.2,7.3,Yes,195,0,2024-11-11
FAC0176,Chennai,Market,5.9,6.8,7.0,Yes,268,6,2024-02-27
FAC0045,Pune,Park,5.1,8.2,4.3,Yes,413,3,2024-10-28
FAC0049,Bangalore,Park,8.0,5.4,2.3,Maybe,158,5,2024-08-18
FAC0224,Mumbai,Market,5.7,7.0,6.8,Partial,318,0,2024-07-29
FAC0108,Mumbai,Hospital,,4.3,2.9,Yes,379,3,2024-07-15
FAC0447,Mumbai,Market,4.4,0.7,2.0,Yes,452,2,2024-09-11
FAC0070,Delhi,Hospital,4.8,8.9,6.1,Yes,255,2,2024-07-17
FAC0164,Bangalore,Park,5.0,6.8,4.0,Yes,366,6,2024-05-23
FAC0170,Bangalore,Market,8.8,8.1,6.5,No,246,6,2024-05-04
FAC0219,Delhi,Public Toilet,7.6,5.7,4.3,Yes,359,2,2024-07-08
FAC0043,Mumbai,Market,7.2,4.5,5.4,Yes,560,3,2024-10-11
FAC0075,Delhi,Railway Station,9.3,6.6,0.9,No,259,1,2024-12-03
FAC0377,Chennai,Public Toilet,4.3,3.7,1.2,Maybe,141,0,2024-03-16
FAC0001,Pune,Public Toilet,7.9,,5.1,Partial,541,6,2024-10-06
FAC0011,Kolkata,Park,5.4,6.1,1.0,Yes,240,3,2024-01-11
FAC0116,Mumbai,Public Toilet,5.2,8.8,3.3,Yes,150,0,2024-09-04
FAC0331,Delhi,Market,,1.0,4.4,Maybe,682,4,2024-04-23
FAC0138,Chennai,Public Toilet,7.6,4.2,1.3,No,450,5,2024-06-06
FAC0242,Mumbai,Railway Station,9.9,4.6,0.7,No,382,2,2024-12-19
FAC0451,Delhi,Railway Station,4.8,8.2,9.1,Yes,353,1,2024-02-13
FAC0212,Pune,Market,3.0,6.8,-0.9,Yes,481,11,2024-06-06
FAC0096,Mumbai,Market,4.7,3.4,7.1,No,107,0,2024-04-09
FAC0188,Delhi,Public Toilet,7.6,3.8,3.3,No,267,5,2024-12-19
FAC0329,Pune,Bus Stand,4.4,4.6,4.4,Partial,44,1,2024-03-21
FAC0255,Mumbai,Public Toilet,8.2,4.1,6.1,No,77,7,2024-02-25
FAC0336,Chennai,Park,7.0,4.7,4.1,No,262,6,2024-09-13
FAC0115,Kolkata,Railway Station,7.6,6.7,2.0,Yes,262,0,2024-01-15
FAC0162,Chennai,Bus Stand,6.6,6.6,5.9,No,355,5,2024-09-10
FAC0420,Mumbai,Public Toilet,5.3,4.5,5.4,Yes,393,5,2024-12-15
FAC0078,Chennai,Market,6.1,7.1,3.0,No,104,6,2024-02-16
FAC0033,Delhi,Hospital,6.0,8.9,2.9,No,310,6,2024-12-27
FAC0351,Chennai,Park,8.7,4.5,1.4,Yes,251,0,2024-10-12
FAC0261,Pune,Public Toilet,7.4,8.7,5.5,Yes,404,4,2024-12-11
FAC0319,Delhi,Market,6.8,3.4,4.5,No,260,3,2024-01-22
FAC0178,Chennai,Railway Station,4.6,3.4,7.8,No,349,2,2024-08-07
FAC0275,Kolkata,Public Toilet,9.0,1.8,6.9,Partial,294,8,2024-04-30
FAC0171,Kolkata,Bus Stand,5.0,4.9,2.3,No,374,2,2024-01-03
FAC0246,Pune,Bus Stand,4.6,0.2,6.1,Yes,232,4,2024-02-18
FAC0060,Mumbai,Bus Stand,7.3,2.8,4.5,Yes,413,1,2024-08-28
FAC0166,Pune,Market,7.0,6.6,5.9,Yes,170,0,2024-12-20
FAC0008,Pune,Park,5.5,5.5,0.7,Yes,422,6,2024-02-24
FAC0427,Bangalore,Public Toilet,5.6,4.7,0.7,Yes,256,4,2024-11-04
FAC0328,Bangalore,Park,7.0,6.2,4.7,Yes,392,4,2024-10-18
FAC0356,Bangalore,Hospital,3.9,,8.8,Yes,3000,4,2024-10-28
FAC0142,Bangalore,Bus Stand,3.9,4.7,9.6,Yes,515,4,2024-08-16
FAC0119,Bangalore,Park,6.3,4.2,8.4,No,719,1,2024-01-26
FAC0189,Mumbai,Hospital,7.4,4.5,3.4,No,239,3,2024-09-27
FAC0272,Mumbai,Railway Station,7.7,5.7,2.2,No,316,3,2024-11-20
FAC0069,Mumbai,Market,8.7,,1.3,Yes,362,0,2024-11-08
FAC0289,Kolkata,Market,6.1,5.9,2.9,No,279,4,2024-09-01
FAC0280,Mumbai,Market,7.0,5.3,4.7,Yes,457,0,2024-12-03
FAC0130,Kolkata,Bus Stand,8.6,5.1,3.9,No,218,6,2024-08-31
FAC0131,Chennai,Hospital,,10.4,3.1,Yes,494,2,2024-01-19
FAC0493,Bangalore,Hospital,7.1,7.2,4.7,Yes,404,9,2024-12-10
FAC0481,Pune,Railway Station,6.2,,9.4,No,458,5,2024-07-25
FAC0478,Delhi,Railway Station,6.9,,5.7,Partial,385,0,2024-02-09
FAC0407,Kolkata,Bus Stand,8.4,11.0,7.5,Partial,269,0,2024-08-30
FAC0471,Delhi,Bus Stand,9.6,4.3,4.1,No,547,8,2024-03-15
FAC0052,Bangalore,Park,7.7,3.4,3.9,Partial,454,4,2024-01-11
FAC0014,Mumbai,Market,7.3,5.0,0.6,Yes,300,5,2024-10-08
FAC0252,Delhi,Public Toilet,6.0,,5.5,No,449,5,2024-10-08
FAC0257,Chennai,Park,4.4,5.8,5.7,Partial,255,6,2024-11-07
FAC0335,Pune,Hospital,8.9,1.8,2.4,Yes,141,3,2024-07-20
FAC0278,Mumbai,Railway Station,8.7,6.2,3.6,Partial,380,8,2024-10-23
FAC0474,Mumbai,Railway Station,7.1,3.5,4.4,No,262,2,2024-08-27
FAC0209,Bangalore,Bus Stand,7.6,7.9,5.7,Partial,82,8,2024-09-09
FAC0363,Delhi,Hospital,5.9,9.0,3.6,Yes,466,4,2024-06-22
FAC0241,Chennai,Hospital,-2,5.4,6.2,Yes,217,7,2024-03-27
FAC0100,Pune,Bus Stand,6.8,5.6,2.0,Partial,360,4,2024-05-27
FAC0453,Mumbai,Railway Station,5.2,6.9,0.9,Yes,179,3,2024-04-13
FAC0306,Bangalore,Park,5.4,5.9,4.0,Yes,280,3,2024-10-13
FAC0183,Chennai,Railway Station,5.9,7.0,3.4,No,276,,2024-03-21
FAC0220,Delhi,Market,8.2,7.6,5.2,Yes,317,6,2024-10-28
FAC0460,Mumbai,Public Toilet,7.6,4.8,6.2,Yes,424,2,2024-02-27
FAC0395,Chennai,Market,6.2,6.1,6.2,No,267,11,2024-11-10
FAC0158,Pune,Public Toilet,5.6,0.1,4.5,Yes,389,5,2024-11-20
FAC0016,Bangalore,Market,8.3,4.4,1.1,Partial,208,1,2024-01-26
FAC0387,Delhi,Park,5.8,9.4,5.6,Yes,306,8,2024-09-27
FAC0269,Delhi,Park,4.0,4.9,5.3,Yes,504,6,2024-02-06
FAC0105,Kolkata,Market,8.7,5.3,4.4,Yes,550,2,2024-08-13
FAC0314,Kolkata,Public Toilet,7.1,4.6,2.1,No,221,8,2024-08-11
FAC0488,Pune,Market,6.6,4.3,8.3,Partial,156,,2024-01-09
FAC0459,Chennai,Park,8.4,5.4,5.7,Yes,243,5,2024-01-11
FAC0197,Kolkata,Public Toilet,7.2,5.3,2.8,Yes,2500,2,2024-09-09
FAC0303,Pune,Park,3.8,6.3,6.0,Partial,307,6,2024-04-04
FAC0222,Pune,Park,5.9,8.4,8.8,No,501,11,2024-11-17
FAC0037,Mumbai,Railway Station,5.6,6.4,2.8,No,524,2,2024-04-24
FAC0393,Mumbai,Park,4.6,2.3,7.5,Yes,234,7,2024-04-04
FAC0415,Pune,Market,8.4,2.9,6.9,Yes,325,6,2024-12-19
FAC0139,Pune,Public Toilet,3.9,7.7,4.4,Yes,102,0,2024-04-02
FAC0026,Bangalore,Public Toilet,8.2,7.2,6.0,Yes,0,7,2024-10-02
FAC0295,Pune,Park,6.4,6.0,2.4,Yes,194,0,2024-12-08
FAC0315,Chennai,Bus Stand,8.0,8.3,2.8,Yes,393,7,2024-09-29
FAC0338,Mumbai,Hospital,8.8,3.9,5.6,Yes,213,7,2024-03-15
FAC0098,Kolkata,Public Toilet,6.5,4.9,1.9,Yes,244,8,2024-08-18
FAC0434,Mumbai,Railway Station,8.6,3.7,6.9,Yes,418,4,2024-03-26
FAC0496,Kolkata,Bus Stand,7.3,-0.8,5.1,Yes,331,0,2024-01-26
FAC0007,Kolkata,Market,7.0,5.8,6.9,No,434,1,2024-02-28
FAC0107,Bangalore,Public Toilet,8.8,6.9,3.5,No,491,5,2024-01-30
FAC0248,Pune,Market,6.1,6.4,1.5,Yes,475,7,2024-12-13
FAC0112,Mumbai,Bus Stand,6.0,5.9,2.9,No,488,4,2024-09-02
FAC0088,Mumbai,Bus Stand,6.4,5.5,5.9,Yes,314,0,2024-10-16
FAC0006,Pune,Railway Station,8.1,6.0,7.0,No,351,5,2024-03-11
FAC0221,Delhi,Park,8.2,,-1.2,No,244,2,2024-10-19
FAC0126,Pune,Hospital,6.2,6.5,5.0,Yes,0,0,2024-12-12
FAC0433,Kolkata,Market,3.2,3.9,2.8,Yes,3000,0,2024-03-24
FAC0308,Mumbai,Market,8.7,3.8,2.9,Yes,445,0,2024-06-24
FAC0103,Pune,Market,7.9,5.3,8.4,Yes,326,4,2024-11-25
FAC0083,Delhi,Bus Stand,6.5,4.9,6.6,No,379,0,2024-09-06
FAC0323,Mumbai,Hospital,4.4,7.7,4.5,No,342,0,2024-11-02
FAC0307,Kolkata,Railway Station,5.5,7.2,2.5,Partial,482,5,2024-08-16
FAC0354,Chennai,Public Toilet,5.4,5.5,7.9,Yes,284,2,2024-09-18
FAC0022,Kolkata,Public Toilet,7.5,9.2,7.9,Yes,27,2,2024-01-21
FAC0114,Kolkata,Public Toilet,7.3,6.7,2.2,Yes,367,6,2024-11-21
FAC0469,Delhi,Market,9.6,2.1,5.7,Yes,228,7,2024-07-24
FAC0228,Kolkata,Park,3.5,6.8,4.8,Yes,359,2,2024-11-21
FAC0463,Delhi,Railway Station,9.6,2.3,2.2,Yes,480,11,2024-05-02
FAC0181,Chennai,Market,8.1,7.7,3.0,Yes,195,0,2024-06-16
FAC0213,Pune,Hospital,6.2,6.7,7.9,Partial,302,0,2024-10-16
FAC0386,Mumbai,Hospital,10.5,4.3,4.7,Yes,230,1,2024-05-09
FAC0053,Pune,Railway Station,3.8,3.9,5.7,No,461,5,2024-12-09
FAC0202,Chennai,Railway Station,,1.7,5.5,Yes,425,7,2024-05-07
FAC0318,Bangalore,Public Toilet,7.5,8.2,-0.0,Yes,284,6,2024-12-31
FAC0253,Mumbai,Public Toilet,7.7,0.5,1.5,Partial,60,5,2024-11-13
FAC0288,Kolkata,Park,7.1,,5.4,Partial,300,2,2024-08-08
FAC0047,Pune,Market,6.7,5.7,4.0,Yes,467,4,2024-01-28
FAC0137,Delhi,Hospital,6.6,1.4,6.6,Yes,380,7,2024-09-23
FAC0240,Delhi,Hospital,6.8,6.7,3.2,Yes,151,6,2024-06-21
FAC0169,Pune,Park,6.1,4.4,7.0,Yes,297,0,2024-09-04
FAC0419,Chennai,Park,5.6,5.3,3.7,Partial,81,6,2024-08-22
FAC0486,Mumbai,Public Toilet,6.3,5.4,2.1,Yes,325,3,2024-05-15
FAC0430,Chennai,Park,9.0,6.2,4.4,Partial,302,2,2024-03-11
FAC0129,Bangalore,Hospital,10.1,7.7,2.5,Yes,93,5,2024-12-08
FAC0440,Pune,Railway Station,6.2,6.6,4.7,Yes,431,3,2024-10-23
FAC0097,Bangalore,Hospital,11.4,3.6,2.8,No,329,0,2024-07-09
FAC0028,Delhi,Bus Stand,15,1.3,7.0,Yes,205,2,2024-08-14
FAC0374,Chennai,Market,6.2,7.7,5.0,Yes,12,4,2024-02-24
FAC0464,Bangalore,Park,7.1,,6.6,Yes,487,1,2024-05-10
FAC0409,Delhi,Bus Stand,7.0,3.3,8.0,No,512,1,2024-07-30
FAC0346,Pune,Hospital,5.6,9.0,1.6,No,709,3,2024-03-01
FAC0013,Delhi,Hospital,8.7,4.5,0.7,No,344,4,2024-02-20
FAC0085,Delhi,Bus Stand,-2,7.6,0.3,Yes,299,9,2024-08-01
FAC0394,Bangalore,Railway Station,7.8,0.9,5.6,No,406,2,2024-02-01
FAC0143,Kolkata,Hospital,6.3,4.9,4.4,Yes,148,0,2024-10-22
FAC0467,Chennai,Hospital,7.1,5.6,2.5,Yes,135,6,2024-11-28
FAC0024,Pune,Railway Station,6.0,5.9,2.3,Yes,272,9,2024-06-05
FAC0402,Chennai,Park,5.2,8.5,5.5,Yes,511,4,2024-02-24
FAC0350,Mumbai,Bus Stand,6.9,10.7,1.7,Partial,167,4,2024-06-09
FAC0392,Bangalore,Park,8.5,5.8,4.5,Yes,367,4,2024-02-17
FAC0199,Chennai,Hospital,,4.6,2.9,No,279,11,2024-07-09
FAC0396,Pune,Public Toilet,,8.2,2.7,Maybe,355,4,2024-01-20
FAC0046,Kolkata,Park,5.0,5.3,5.5,Yes,259,6,2024-03-05
FAC0167,Chennai,Park,11.1,6.7,3.3,Partial,38,3,2024-12-12
FAC0077,Mumbai,Bus Stand,6.1,8.3,2.6,Partial,260,0,2024-04-20
FAC0431,Delhi,Bus Stand,,,0.4,Yes,316,5,2024-11-21
FAC0231,Mumbai,Bus Stand,6.5,9.1,2.5,Yes,668,1,2024-02-22
FAC0236,Delhi,Railway Station,7.0,6.2,8.9,No,331,1,2024-11-13
FAC0019,Mumbai,Market,4.8,3.7,6.7,Partial,409,3,2024-11-09
FAC0071,Chennai,Railway Station,5.1,2.6,6.7,Yes,247,7,2024-08-15
FAC0068,Bangalore,Hospital,7.4,8.0,1.6,No,380,3,2024-07-06
FAC0361,Bangalore,Market,5.3,4.4,-2.6,Yes,222,7,2024-05-28
FAC0400,Mumbai,Hospital,2.9,7.0,4.5,No,472,5,2024-01-29
FAC0173,Bangalore,Park,5.1,6.8,6.0,No,391,0,2024-06-05
FAC0232,Mumbai,Park,7.3,10.7,4.5,Yes,113,2,2024-05-21
FAC0159,Bangalore,Market,4.8,5.6,6.7,Partial,242,3,2024-11-20
FAC0247,Mumbai,Public Toilet,8.1,3.1,5.5,No,423,6,2024-07-16
FAC0411,Bangalore,Railway Station,6.8,6.5,4.2,Yes,250,6,2024-11-09
FAC0023,Bangalore,Bus Stand,5.4,2.8,2.8,No,452,8,2024-04-01
FAC0035,Chennai,Public Toilet,7.9,4.9,0.9,No,501,0,2024-12-08
FAC0179,Delhi,Park,7.3,6.5,4.7,Yes,350,0,2024-12-13
FAC0281,Delhi,Hospital,6.0,0.8,8.1,Yes,363,6,2024-01-24
FAC0063,Chennai,Park,6.0,4.4,5.9,Maybe,483,2,2024-08-26
FAC0002,Chennai,Bus Stand,7.5,4.0,5.1,Yes,304,2,2024-07-02
FAC0343,Kolkata,Hospital,7.8,5.7,2.6,No,275,3,2024-02-01
FAC0094,Kolkata,Public Toilet,8.5,4.2,2.7,Yes,428,4,2024-05-31
FAC0111,Chennai,Public Toilet,8.2,0.6,7.8,Yes,281,1,2024-04-24
FAC0389,Kolkata,Hospital,6.8,4.9,4.1,Yes,576,5,2024-08-30
FAC0311,Mumbai,Railway Station,5.9,,6.5,Yes,237,4,2024-06-15
FAC0412,Delhi,Park,7.8,9.4,3.7,Yes,145,,2024-05-06
FAC0216,Kolkata,Hospital,7.1,5.6,2.9,No,559,6,2024-02-08
FAC0353,Delhi,Market,7.4,3.6,4.3,Partial,227,8,2024-04-13
FAC0073,Pune,Hospital,6.2,5.3,4.9,Yes,190,4,2024-11-01
FAC0340,Bangalore,Market,6.9,3.7,4.9,Partial,344,7,2024-07-11
FAC0432,Chennai,Public Toilet,5.2,3.1,0.7,No,440,9,2024-07-04
FAC0337,Chennai,Hospital,7.2,6.3,2.1,Partial,236,5,2024-02-15
FAC0151,Chennai,Bus Stand,,3.6,6.3,Yes,445,7,2024-01-04
FAC0425,Chennai,Market,7.0,0.7,5.7,Partial,261,6,2024-03-16
FAC0192,Kolkata,Railway Station,7.3,3.3,6.5,Yes,240,6,2024-01-29
FAC0157,Kolkata,Bus Stand,6.5,2.3,3.8,Yes,335,0,2024-12-18
FAC0418,Chennai,Hospital,8.4,7.9,3.4,Yes,305,0,2024-08-19
FAC0078,Chennai,Market,6.1,7.1,3.0,No,104,6,2024-02-16
FAC0079,Mumbai,Public Toilet,3.8,6.9,3.7,Yes,356,0,2024-01-27
FAC0268,Chennai,Railway Station,,3.9,4.1,Partial,363,1,2024-02-19
FAC0021,Pune,Railway Station,-2,8.2,4.3,Yes,473,6,2024-08-06
FAC0149,Chennai,Public Toilet,7.4,2.5,4.6,Yes,168,1,2024-08-01
FAC0293,Mumbai,Bus Stand,3.3,5.3,5.5,Yes,2500,8,2024-07-08
FAC0325,Kolkata,Bus Stand,6.2,6.2,8.5,Yes,243,0,2024-02-04
FAC0062,Delhi,Hospital,7.6,10.2,7.8,Yes,83,5,2024-09-28
FAC0421,Kolkata,Bus Stand,4.6,5.8,4.5,Yes,268,9,2024-06-16
FAC0210,Kolkata,Railway Station,11,5.8,5.0,Yes,311,6,2024-06-14
FAC0309,Delhi,Railway Station,5.9,7.0,4.2,Yes,514,7,2024-03-05
FAC0332,Delhi,Railway Station,6.5,9.2,5.1,Yes,456,2,2024-10-25
FAC0357,Pune,Market,4.6,6.1,4.3,Partial,289,3,2024-01-17
FAC0352,Chennai,Park,6.2,6.0,-1.1,Yes,261,6,2024-09-21
